Group,Sub,Date,Press,Trial,ItemPressed,RT,Time,List,Items,PortPressed,TO,ITI,Exposure,Order pressed,Response Type,List Number,Comments
Monkeys,Beyonce,2016.10.31,97,34,A,0.6833333,331.3833,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,98,34,C,0.4166667,331.8,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,99,34,D,0.5333333,332.3333,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,100,34,B,0.6166667,332.95,4006,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Beyonce,2016.10.31,106,38,D,0.0333333,369.2833,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,107,38,C,0.9333333,370.2167,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,108,38,C,30.41667,400.6333,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,109,38,D,0.4,401.0333,4006,4,4,3,4,2,DCCD,All Other,2.1,
Monkeys,Beyonce,2016.10.31,244,86,B,0.3,993.0667,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,245,86,C,0.9,993.9667,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,246,86,D,0.55,994.5167,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,247,86,A,0.35,994.8667,4006,4,2,3,4,2,BCDA,All Other,2.1,
Monkeys,Beyonce,2016.10.31,294,105,A,1.466667,1207.867,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,295,105,D,0.4333333,1208.3,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,296,105,C,0.1666667,1208.467,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,297,105,B,0.8166667,1209.283,4006,4,4,3,4,2,ADCB,All Other,2.1,
Monkeys,Beyonce,2016.10.31,325,115,C,1.316667,1332.85,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,326,115,D,0.6,1333.45,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,327,115,B,0.5,1333.95,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,328,115,B,0.7,1334.65,4006,4,1,3,4,2,CDBB,All Other,2.1,
Monkeys,Beyonce,2016.10.31,331,117,C,0.7333333,1352.65,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,332,117,D,0.7833333,1353.433,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,333,117,B,0.65,1354.083,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,334,117,C,0.7166667,1354.8,4006,4,1,3,4,2,CDBC,All Other,2.1,
Monkeys,Beyonce,2016.10.31,368,132,A,0.7,1513.05,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,369,132,C,0.65,1513.7,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,370,132,D,0.4333333,1514.133,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.10.31,371,132,D,0.8166667,1514.95,4006,4,3,3,4,2,ACDD,All Other,2.1,
Monkeys,Beyonce,2016.11.01,5,2,A,0.5666667,19.25,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,6,2,C,0.4833333,19.73333,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,7,2,D,0.5333333,20.26667,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,8,2,B,1.116667,21.38333,4006,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Beyonce,2016.11.01,27,10,A,0.75,95.88333,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,28,10,C,0.9166667,96.8,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,29,10,D,0.1833333,96.98333,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,30,10,D,0.9166667,97.9,4006,4,4,3,4,2,ACDD,All Other,2.1,
Monkeys,Beyonce,2016.11.01,68,25,A,0.7333333,254.8833,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,69,25,C,0.4,255.2833,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,70,25,D,0.4666667,255.75,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,71,25,B,0.4666667,256.2167,4006,4,0,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Beyonce,2016.11.01,122,44,C,36.15,491.5,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,123,44,D,0.6833333,492.1833,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,124,44,A,0.9,493.0833,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,125,44,B,0.8166667,493.9,4006,4,1,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Beyonce,2016.11.01,137,48,A,1.95,531.8833,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,138,48,C,0.2833333,532.1667,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,139,48,D,0.4166667,532.5833,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,140,48,B,0.4166667,533,4006,4,3,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Beyonce,2016.11.01,159,55,A,1.266667,599.05,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,160,55,C,0.5666667,599.6167,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,161,55,B,0.4833333,600.1,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,162,55,D,0.5166667,600.6167,4006,4,1,3,4,2,ACBD,Crossed,2.1,
Monkeys,Beyonce,2016.11.01,204,73,A,1.233333,790.3,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,205,73,D,0.4166667,790.7167,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,206,73,C,0.4,791.1167,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,207,73,B,0.8166667,791.9333,4006,4,1,3,4,2,ADCB,All Other,2.1,
Monkeys,Beyonce,2016.11.01,212,75,C,1.3,823.1,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,213,75,D,0.4833333,823.5833,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,214,75,B,0.85,824.4333,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,215,75,C,0.5,824.9333,4006,4,1,3,4,2,CDBC,All Other,2.1,
Monkeys,Beyonce,2016.11.01,292,102,A,1.116667,1112.55,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,293,102,D,0.55,1113.1,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,294,102,C,1.016667,1114.117,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,295,102,B,0.4833333,1114.6,4006,4,4,3,4,2,ADCB,All Other,2.1,
Monkeys,Beyonce,2016.11.01,390,133,C,2.45,1453.033,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,391,133,D,0.35,1453.383,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,392,133,D,0.95,1454.333,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.01,393,133,B,0.4833333,1454.817,4006,4,2,3,4,2,CDDB,All Other,2.1,
Monkeys,Beyonce,2016.11.02,52,18,C,8.116667,206.8333,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,53,18,D,0.6333333,207.4667,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,54,18,B,0.6333333,208.1,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,55,18,A,0.45,208.55,4006,4,4,3,4,2,CDBA,All Other,2.1,
Monkeys,Beyonce,2016.11.02,150,48,C,1.133333,547.0333,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,151,48,D,0.5666667,547.6,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,152,48,B,0.2833333,547.8833,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,153,48,A,0.4166667,548.3,4006,4,4,3,4,2,CDBA,All Other,2.1,
Monkeys,Beyonce,2016.11.02,215,69,C,1.083333,872.35,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,216,69,A,0.7,873.05,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,217,69,B,0.6333333,873.6833,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,218,69,D,0.7833333,874.4667,4006,4,4,3,4,2,CABD,Center Embedded,2.1,
Monkeys,Beyonce,2016.11.02,221,71,C,0.8166667,893.4833,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,222,71,D,1.55,895.0333,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,223,71,B,0.95,895.9833,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,224,71,A,0.4833333,896.4667,4006,4,4,3,4,2,CDBA,All Other,2.1,
Monkeys,Beyonce,2016.11.02,233,74,D,1.15,928.4,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,234,74,B,0.45,928.85,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,235,74,C,0.5,929.35,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,236,74,A,1.083333,930.4333,4006,4,2,3,4,2,DBCA,All Other,2.1,
Monkeys,Beyonce,2016.11.02,251,80,A,1.85,1005.883,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,252,80,B,0.7333333,1006.617,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,253,80,D,0.35,1006.967,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,254,80,A,0.55,1007.517,4006,4,1,3,4,2,ABDA,All Other,2.1,
Monkeys,Beyonce,2016.11.02,311,104,A,0.9666667,1301,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,312,104,D,0.5166667,1301.517,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,313,104,C,0.5666667,1302.083,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,314,104,B,0.2166667,1302.3,4006,4,4,3,4,2,ADCB,All Other,2.1,
Monkeys,Beyonce,2016.11.02,326,110,C,0.85,1355.367,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,327,110,D,0.8,1356.167,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,328,110,A,0.5833333,1356.75,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,329,110,B,0.4333333,1357.183,4006,4,1,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Beyonce,2016.11.02,373,125,D,1.183333,1503.183,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,374,125,C,1.133333,1504.317,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,375,125,B,0.6166667,1504.933,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,376,125,D,1.116667,1506.05,4006,4,1,3,4,2,DCBD,All Other,2.1,
Monkeys,Beyonce,2016.11.02,440,148,A,0.7833333,1723.05,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,441,148,D,0.4166667,1723.467,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,442,148,C,0.4,1723.867,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.02,443,148,C,1.416667,1725.283,4006,4,4,3,4,2,ADCC,All Other,2.1,
Monkeys,Beyonce,2016.11.04,1,1,C,0.95,3.133333,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,2,1,D,0.5166667,3.366667,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,3,1,A,0.3666667,3.733333,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,4,1,B,0.85,4.583333,4006,4,1,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Beyonce,2016.11.04,157,55,C,2.966667,748.2,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,158,55,D,0.75,748.95,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,159,55,C,0.5166667,749.4667,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,160,55,B,0.6166667,750.0833,4006,4,3,3,4,2,CDCB,All Other,2.1,
Monkeys,Beyonce,2016.11.04,228,75,A,1.5,1058.133,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,229,75,D,0.55,1058.683,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,230,75,C,0.6333333,1059.317,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,231,75,B,0.25,1059.567,4006,4,3,3,4,2,ADCB,All Other,2.1,
Monkeys,Beyonce,2016.11.04,278,89,A,0.65,1213.583,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,279,89,C,0.4833333,1214.067,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,280,89,D,0.4333333,1214.5,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,281,89,B,0.9,1215.4,4006,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Beyonce,2016.11.04,291,93,C,18.65,1274.533,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,292,93,D,0.7666667,1275.3,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,293,93,B,1.333333,1276.633,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,294,93,C,0.55,1277.183,4006,4,4,3,4,2,CDBC,All Other,2.1,
Monkeys,Beyonce,2016.11.04,305,98,C,1.133333,1331.233,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,306,98,D,0.3833333,1331.617,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,307,98,B,0.55,1332.167,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,308,98,B,0.8666667,1333.033,4006,4,3,3,4,2,CDBB,All Other,2.1,
Monkeys,Beyonce,2016.11.04,311,100,C,1.083333,1356.05,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,312,100,D,0.5833333,1356.633,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,313,100,B,0.6,1357.233,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,314,100,C,1.133333,1358.367,4006,4,2,3,4,2,CDBC,All Other,2.1,
Monkeys,Beyonce,2016.11.04,360,113,C,1.266667,1554,4006,4,3,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,361,113,D,0.7166667,1554.717,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,362,113,B,0.45,1555.167,4006,4,1,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,363,113,A,0.9333333,1556.1,4006,4,4,3,4,2,CDBA,All Other,2.1,
Monkeys,Beyonce,2016.11.04,376,117,C,1.133333,1595.567,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,377,117,B,0.6666667,1596.233,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,378,117,D,0.6833333,1596.917,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,379,117,C,0.3,1597.217,4006,4,4,3,4,2,CBDC,All Other,2.1,
Monkeys,Beyonce,2016.11.04,471,150,C,1.283333,1960.4,4006,4,2,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,472,150,D,0.4166667,1960.817,4006,4,4,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,473,150,B,0.6333333,1961.45,4006,4,0,3,4,2,,,2.1,
Monkeys,Beyonce,2016.11.04,474,150,D,0.8166667,1962.267,4006,4,4,3,4,2,CDBD,All Other,2.1,
Monkeys,Horatio,2015.05.01,1,1,A,1.366667,4.883333,4003,4,10,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,2,1,C,0.4833333,5.233333,4003,4,7,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,3,1,B,0.3666667,5.6,4003,4,4,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,4,1,D,0.25,5.85,4003,4,0,3,4,1,ACBD,Crossed,1.1,
Monkeys,Horatio,2015.05.01,141,41,A,3.5,531.3167,4003,4,0,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,142,41,C,0.7333333,532.05,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,143,41,D,0.7666667,532.8167,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,144,41,B,0.3666667,533.1833,4003,4,5,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.01,157,45,C,2.283333,569.3333,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,158,45,D,0.6333333,569.9667,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,159,45,A,0.7166667,570.6833,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,160,45,B,0.4833333,571.1667,4003,4,6,3,4,1,CDAB,Tail Embedded,1.1,
Monkeys,Horatio,2015.05.01,357,97,C,2.466667,1246.117,4003,4,0,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,358,97,B,1.033333,1247.15,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,359,97,D,0.75,1247.9,4003,4,5,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,360,97,A,1.216667,1249.117,4003,4,1,3,4,1,CBDA,All Other,1.1,
Monkeys,Horatio,2015.05.01,393,106,A,2.983333,1354.233,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,394,106,C,0.5666667,1354.8,4003,4,4,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,395,106,B,0.5833333,1355.383,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,396,106,D,0.3833333,1355.767,4003,4,1,3,4,1,ACBD,Crossed,1.1,
Monkeys,Horatio,2015.05.01,420,113,A,2.616667,1432.133,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,421,113,B,1.266667,1433.4,4003,4,6,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,422,113,C,0.6333333,1434.033,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,423,113,D,0.3,1434.333,4003,4,7,3,4,1,ABCD,Tail Embedded,1.1,
Monkeys,Horatio,2015.05.01,575,156,A,2.633333,1947.067,4003,4,6,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,576,156,C,0.75,1947.817,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,577,156,D,0.4333333,1948.25,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,578,156,B,0.35,1948.6,4003,4,3,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.01,591,161,A,3.133333,2014,4003,4,9,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,592,161,C,0.6666667,2014.667,4003,4,5,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,593,161,D,0.75,2015.417,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,594,161,B,0.35,2015.767,4003,4,3,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.01,626,170,A,2,2128.567,4003,4,9,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,627,170,C,0.7666667,2129.333,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,628,170,D,0.3,2129.633,4003,4,4,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,629,170,B,0.4333333,2130.067,4003,4,2,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.01,730,198,A,1.733333,2424.883,4003,4,6,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,731,198,C,0.7833333,2425.667,4003,4,5,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,732,198,B,0.6166667,2426.283,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.01,733,198,D,0.4166667,2426.7,4003,4,9,3,4,1,ACBD,Crossed,1.1,
Monkeys,Horatio,2015.05.04,94,28,C,2.533333,355.5167,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,95,28,D,1.116667,356.6333,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,96,28,B,1.433333,358.0667,4003,4,8,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,97,28,A,0.45,358.5167,4003,4,7,3,4,1,CDBA,All Other,1.1,
Monkeys,Horatio,2015.05.04,136,39,C,2.616667,521.6833,4003,4,5,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,137,39,A,0.8166667,522.5,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,138,39,D,0.6833333,523.1833,4003,4,6,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,139,39,B,0.3,523.4833,4003,4,9,3,4,1,CADB,Crossed,1.1,
Monkeys,Horatio,2015.05.04,191,55,A,2.533333,747.7,4003,4,0,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,192,55,C,0.9,748.6,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,193,55,D,0.35,748.95,4003,4,7,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,194,55,B,0.4166667,749.3667,4003,4,5,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.04,209,60,C,2.516667,817.05,4003,4,9,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,210,60,B,1.316667,818.3667,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,211,60,A,0.55,818.9167,4003,4,8,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,212,60,D,0.45,819.3667,4003,4,6,3,4,1,CBAD,All Other,1.1,
Monkeys,Horatio,2015.05.04,241,68,C,2.583333,901.3333,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,242,68,A,0.9166667,902.25,4003,4,4,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,243,68,D,0.65,902.9,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,244,68,B,0.3,903.2,4003,4,7,3,4,1,CADB,Crossed,1.1,
Monkeys,Horatio,2015.05.04,298,83,C,2.3,1134.717,4003,4,9,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,299,83,A,0.65,1135.367,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,300,83,D,0.6,1135.967,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,301,83,B,0.2666667,1136.233,4003,4,1,3,4,1,CADB,Crossed,1.1,
Monkeys,Horatio,2015.05.04,474,129,A,3.083333,1724.917,4003,4,4,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,475,129,C,0.6,1725.517,4003,4,8,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,476,129,B,0.6,1726.117,4003,4,10,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,477,129,D,0.4833333,1726.6,4003,4,9,3,4,1,ACBD,Crossed,1.1,
Monkeys,Horatio,2015.05.04,537,147,A,2.966667,1928.583,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,538,147,C,0.6166667,1929.2,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,539,147,D,0.4666667,1929.667,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,540,147,B,0.3166667,1929.983,4003,4,0,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.04,541,148,C,2.066667,1937.967,4003,4,7,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,542,148,A,0.7666667,1938.733,4003,4,5,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,543,148,D,0.8166667,1939.55,4003,4,10,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,544,148,B,0.6166667,1940.167,4003,4,11,3,4,1,CADB,Crossed,1.1,
Monkeys,Horatio,2015.05.04,607,165,A,2.616667,2151.35,4003,4,8,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,608,165,C,0.5833333,2151.933,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,609,165,D,0.65,2152.583,4003,4,6,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.04,610,165,B,0.3333333,2152.917,4003,4,0,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.05,56,15,C,3.45,182.4,4003,4,4,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,57,15,A,0.65,183.05,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,58,15,D,0.8666667,183.9167,4003,4,6,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,59,15,D,2.333333,186.25,4003,4,6,3,4,1,CADD,All Other,1.1,
Monkeys,Horatio,2015.05.05,398,105,A,2.966667,1309.283,4003,4,2,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,399,105,C,0.9666667,1310.25,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,400,105,D,0.4,1310.65,4003,4,8,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,401,105,B,0.4833333,1311.133,4003,4,3,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.05,410,108,A,3.166667,1355.017,4003,4,8,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,411,108,C,0.8166667,1355.833,4003,4,11,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,412,108,D,0.6,1356.433,4003,4,3,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,413,108,B,0.2833333,1356.717,4003,4,0,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.05,446,117,A,2.733333,1459.517,4003,4,1,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,447,117,C,0.75,1460.267,4003,4,0,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,448,117,D,1.116667,1461.383,4003,4,9,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,449,117,B,0.35,1461.733,4003,4,10,3,4,1,ACDB,Center Embedded,1.1,
Monkeys,Horatio,2015.05.05,454,119,A,2.766667,1481.467,4003,4,10,3,4,1,,,1.1,
Monkeys,Horatio,2015.05.05,455,119,C,0.6666667,1482.133,4003,4,11,3,4,1,,,1.1,
