Group,Sub,Date,Press,Trial,ItemPressed,RT,Time,List,Items,PortPressed,TO,ITI,Exposure,Order pressed,Response Type,List Number,Comments
Monkeys,Horatio,2015.08.10,1,1,A,2.566667,28.38333,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,2,1,D,0.6333333,28.98333,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,3,1,C,0.55,29.53333,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,4,1,B,0.7166667,30.25,4003,4,1,3,4,2,ADCB,All Other,2.1,
Monkeys,Horatio,2015.08.10,5,2,A,2.4,39.55,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,6,2,C,0.9166667,40.46667,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,7,2,D,0.8333333,41.3,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,8,2,B,0.5833333,41.88333,4003,4,4,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,9,3,C,2.716667,50.5,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,10,3,D,1.016667,51.51667,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,11,3,A,0.7,52.21667,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,12,3,B,0.5,52.71667,4003,4,0,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Horatio,2015.08.10,13,4,A,2.4,61,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,14,4,C,0.65,61.65,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,15,4,D,0.7,62.35,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,16,4,B,1.066667,63.41667,4003,4,0,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,17,5,A,1.616667,70.81667,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,18,5,C,0.7666667,71.58333,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,19,5,D,0.45,72.03333,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,20,5,B,0.3166667,72.35,4003,4,4,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,21,6,A,2.133333,80.41667,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,22,6,C,0.5666667,80.98333,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,23,6,D,0.6333333,81.61667,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,24,6,B,0.5833333,82.2,4003,4,5,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,25,7,A,1.866667,120.1167,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,26,7,C,0.6833333,120.8,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,27,7,B,1.7,122.5,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,28,7,D,0.8666667,123.3667,4003,4,1,3,4,2,ACBD,Crossed,2.1,
Monkeys,Horatio,2015.08.10,29,8,C,2.383333,131.5833,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,30,8,D,1.266667,132.85,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,31,8,A,0.65,133.5,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,32,8,B,0.6,134.1,4003,4,6,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Horatio,2015.08.10,33,9,C,2.35,142.9167,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,34,9,A,0.5666667,143.4833,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,35,9,D,0.9166667,144.4,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,36,9,B,0.35,144.75,4003,4,3,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,37,10,A,2.3,152.9167,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,38,10,C,0.5333333,153.45,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,39,10,D,1.266667,154.7167,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,40,10,B,0.4166667,155.1333,4003,4,5,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,41,11,C,3,163.9833,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,42,11,D,0.9666667,164.95,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,43,11,B,0.3166667,165.2667,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,44,11,A,1.4,166.6667,4003,4,8,3,4,2,CDBA,All Other,2.1,
Monkeys,Horatio,2015.08.10,45,12,C,2.316667,176.7833,4003,4,6,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,46,12,D,1.016667,177.8,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,47,12,A,0.6,178.4,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,48,12,C,0.5333333,178.9333,4003,4,6,3,4,2,CDAC,All Other,2.1,
Monkeys,Horatio,2015.08.10,49,13,A,1.716667,186.55,4003,4,6,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,50,13,C,0.6666667,187.2167,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,51,13,D,0.5,187.7167,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,52,13,B,0.4833333,188.2,4003,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,53,14,A,2.116667,198.5167,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,54,14,C,0.4,198.9167,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,55,14,D,0.5666667,199.4833,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,56,14,B,0.4666667,199.95,4003,4,5,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,57,15,A,1.633333,207.5833,4003,4,6,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,58,15,C,0.5333333,208.1167,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,59,15,D,0.7166667,208.8333,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,60,15,B,0.3333333,209.1667,4003,4,5,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,61,16,A,2.516667,217.9333,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,62,16,C,0.7666667,218.7,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,63,16,D,0.4666667,219.1667,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,64,16,B,0.4,219.5667,4003,4,4,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,65,17,C,2.533333,229.6833,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,66,17,D,1.2,230.8833,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,67,17,A,0.6666667,231.55,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,68,17,B,0.4666667,232.0167,4003,4,4,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Horatio,2015.08.10,69,18,C,2.866667,241.6,4003,4,6,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,70,18,A,0.6,242.2,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,71,18,D,0.7,242.9,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,72,18,B,0.4166667,243.3167,4003,4,0,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,73,19,A,2.866667,252.2333,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,74,19,C,0.55,252.7833,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,75,19,D,0.75,253.5333,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,76,19,B,0.45,253.9833,4003,4,10,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,77,20,A,1.9,308.1,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,78,20,C,0.5666667,308.6667,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,79,20,D,0.7666667,309.4333,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,80,20,B,0.4666667,309.9,4003,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,81,21,C,1.55,317.3333,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,82,21,A,0.8166667,318.15,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,83,21,D,0.5666667,318.7167,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,84,21,B,0.3833333,319.1,4003,4,1,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,85,22,A,1.266667,326.2333,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,86,22,C,0.5666667,326.8,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,87,22,D,0.4666667,327.2667,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,88,22,B,0.3166667,327.5833,4003,4,7,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,89,23,A,2,340.5833,4003,4,6,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,90,23,C,1.4,341.9833,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,91,23,D,0.5666667,342.55,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,92,23,B,0.4166667,342.9667,4003,4,11,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,93,24,A,2.833333,351.6667,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,94,24,C,0.7333333,352.4,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,95,24,D,0.55,352.95,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,96,24,B,0.3,353.25,4003,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,97,25,A,1.616667,360.8,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,98,25,C,0.75,361.55,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,99,25,D,0.4333333,361.9833,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,100,25,B,0.5833333,362.5667,4003,4,0,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,101,26,A,2.083333,370.6667,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,102,26,C,0.5166667,371.1833,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,103,26,D,1.133333,372.3167,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,104,26,B,0.45,372.7667,4003,4,10,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,105,27,C,2.033333,389.3,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,106,27,D,0.75,390.05,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,107,27,B,0.4333333,390.4833,4003,4,6,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,108,27,A,0.5333333,391.0167,4003,4,1,3,4,2,CDBA,All Other,2.1,
Monkeys,Horatio,2015.08.10,109,28,C,1.883333,398.8167,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,110,28,D,1.616667,400.4333,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,111,28,C,0.7833333,401.2167,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,112,28,A,0.5166667,401.7333,4003,4,2,3,4,2,CDCA,All Other,2.1,
Monkeys,Horatio,2015.08.10,113,29,A,1.383333,409.0667,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,114,29,D,1.3,410.3667,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,115,29,B,0.4333333,410.8,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,116,29,D,1.583333,412.3833,4003,4,10,3,4,2,ADBD,All Other,2.1,
Monkeys,Horatio,2015.08.10,117,30,C,1.7,423.1833,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,118,30,A,0.5833333,423.7667,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,119,30,D,0.4333333,424.2,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,120,30,B,0.5833333,424.7833,4003,4,8,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,121,31,A,1.166667,431.9,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,122,31,C,0.4833333,432.3833,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,123,31,D,0.85,433.2333,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,124,31,B,0.4,433.6333,4003,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,125,32,C,2.516667,442.5167,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,126,32,D,0.7333333,443.25,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,127,32,B,0.6666667,443.9167,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,128,32,A,0.5833333,444.5,4003,4,4,3,4,2,CDBA,All Other,2.1,
Monkeys,Horatio,2015.08.10,129,33,A,2.216667,460.2167,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,130,33,C,1.25,461.4667,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,131,33,B,0.85,462.3167,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,132,33,D,1.066667,463.3833,4003,4,8,3,4,2,ACBD,Crossed,2.1,
Monkeys,Horatio,2015.08.10,133,34,A,2.2,471.5833,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,134,34,D,1.2,472.7833,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,135,34,B,0.6,473.3833,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,136,34,D,1.016667,474.4,4003,4,7,3,4,2,ADBD,All Other,2.1,
Monkeys,Horatio,2015.08.10,137,35,A,2.516667,530.2833,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,138,35,C,0.75,531.0333,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,139,35,D,0.3666667,531.4,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,140,35,D,1.566667,532.9667,4003,4,7,3,4,2,ACDD,All Other,2.1,
Monkeys,Horatio,2015.08.10,141,36,C,3.15,541.9833,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,142,36,D,1.05,543.0333,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,143,36,B,0.4666667,543.5,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,144,36,A,0.7166667,544.2167,4003,4,2,3,4,2,CDBA,All Other,2.1,
Monkeys,Horatio,2015.08.10,145,37,A,2.383333,552.5167,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,146,37,C,0.6166667,553.1333,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,147,37,D,0.5,553.6333,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,148,37,B,0.5666667,554.2,4003,4,11,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,149,38,A,1.8,562.3333,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,150,38,C,0.65,562.9833,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,151,38,D,0.5333333,563.5167,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,152,38,B,0.4666667,563.9833,4003,4,3,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,153,39,C,2.383333,572.3,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,154,39,A,0.8333333,573.1333,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,155,39,B,0.55,573.6833,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,156,39,D,0.6833333,574.3667,4003,4,0,3,4,2,CABD,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,157,40,A,2,582.2333,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,158,40,C,0.7166667,582.95,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,159,40,D,0.3666667,583.3167,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,160,40,D,1.5,584.8167,4003,4,1,3,4,2,ACDD,All Other,2.1,
Monkeys,Horatio,2015.08.10,161,41,C,2.6,593.2833,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,162,41,A,0.5666667,593.85,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,163,41,D,1.05,594.9,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,164,41,B,0.75,595.65,4003,4,9,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,165,42,C,2.683333,604.2333,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,166,42,A,0.7,604.9333,4003,4,2,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,167,42,D,0.7666667,605.7,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,168,42,B,0.3666667,606.0667,4003,4,3,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,169,43,A,1.6,624.1667,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,170,43,C,0.6333333,624.8,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,171,43,D,0.7,625.5,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,172,43,B,0.4,625.9,4003,4,4,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,173,44,C,2.466667,634.2667,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,174,44,A,0.5333333,634.8,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,175,44,D,0.5,635.3,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,176,44,B,0.4833333,635.7833,4003,4,1,3,4,2,CADB,Crossed,2.1,
Monkeys,Horatio,2015.08.10,177,45,A,1.766667,647,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,178,45,C,0.5666667,647.5667,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,179,45,D,0.95,648.5167,4003,4,5,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,180,45,B,0.9,649.4167,4003,4,0,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,181,46,A,2.133333,657.85,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,182,46,C,0.45,658.3,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,183,46,D,0.4833333,658.7833,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,184,46,B,0.5666667,659.35,4003,4,11,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,185,47,A,1.383333,666.6167,4003,4,10,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,186,47,C,0.7166667,667.3333,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,187,47,D,0.5,667.8333,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,188,47,B,0.5166667,668.35,4003,4,2,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,189,48,C,2.666667,676.8333,4003,4,3,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,190,48,D,1.15,677.9833,4003,4,8,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,191,48,A,0.8833333,678.8667,4003,4,1,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,192,48,B,0.55,679.4167,4003,4,0,3,4,2,CDAB,Tail Embedded,2.1,
Monkeys,Horatio,2015.08.10,193,49,A,3.6,691.05,4003,4,0,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,194,49,C,0.55,691.6,4003,4,4,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,195,49,D,0.4666667,692.0667,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,196,49,B,0.3666667,692.4333,4003,4,6,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Horatio,2015.08.10,197,50,A,3.616667,702.9167,4003,4,11,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,198,50,C,0.5666667,703.4833,4003,4,9,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,199,50,D,0.75,704.2333,4003,4,7,3,4,2,,,2.1,
Monkeys,Horatio,2015.08.10,200,50,B,0.6166667,704.85,4003,4,8,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Coltrane,2015.07.31,1,1,A,3.116667,8.333333,4003,4,5,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,2,1,C,1.15,9.383333,4003,4,11,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,3,1,B,0.5333333,9.916667,4003,4,7,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,4,1,D,0.5333333,10.45,4003,4,3,3,4,2,ACBD,Crossed,2.1,
Monkeys,Coltrane,2015.07.31,9,3,D,4.666667,32.45,4003,4,8,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,10,3,A,1.933333,34.38333,4003,4,4,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,11,3,C,1.133333,35.51667,4003,4,1,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,12,3,B,0.7333333,36.25,4003,4,6,3,4,2,DACB,All Other,2.1,
Monkeys,Coltrane,2015.07.31,13,4,A,3.016667,45.3,4003,4,0,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,14,4,B,2.55,47.85,4003,4,8,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,15,4,D,0.5666667,48.41667,4003,4,5,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,16,4,C,1.183333,49.6,4003,4,9,3,4,2,ABDC,All Other,2.1,
Monkeys,Coltrane,2015.07.31,19,6,A,2.766667,71.4,4003,4,3,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,20,6,C,1.233333,72.63333,4003,4,2,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,21,6,B,1.2,73.83333,4003,4,9,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,22,6,D,0.4833333,74.31667,4003,4,4,3,4,2,ACBD,Crossed,2.1,
Monkeys,Coltrane,2015.07.31,23,7,A,2.583333,82.61667,4003,4,1,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,24,7,B,1.8,84.41667,4003,4,7,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,25,7,C,0.6,85.01667,4003,4,0,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,26,7,D,0.6666667,85.68333,4003,4,4,3,4,2,ABCD,Tail Embedded,2.1,
Monkeys,Coltrane,2015.07.31,28,9,A,1.266667,114.15,4003,4,0,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,29,9,B,2.183333,116.3333,4003,4,3,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,30,9,D,0.75,117.0833,4003,4,9,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,31,9,D,0.6833333,117.7667,4003,4,9,3,4,2,ABDD,All Other,2.1,
Monkeys,Coltrane,2015.07.31,35,13,B,5.95,250.7333,4003,4,3,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,36,13,A,1.05,251.7833,4003,4,6,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,37,13,C,0.8,252.5833,4003,4,0,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,38,13,D,0.5333333,253.1167,4003,4,7,3,4,2,BACD,All Other,2.1,
Monkeys,Coltrane,2015.07.31,39,14,A,4.8,265.1167,4003,4,2,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,40,14,C,2.55,267.6667,4003,4,11,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,41,14,D,0.5333333,268.2,4003,4,1,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,42,14,B,1.233333,269.4333,4003,4,5,3,4,2,ACDB,Center Embedded,2.1,
Monkeys,Coltrane,2015.07.31,51,18,A,3.75,315.3,4003,4,4,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,52,18,B,1.683333,316.9833,4003,4,3,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,53,18,C,1.583333,318.5667,4003,4,1,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,54,18,D,0.4833333,319.05,4003,4,9,3,4,2,ABCD,Tail Embedded,2.1,
Monkeys,Coltrane,2015.07.31,55,19,A,3.6,328.6833,4003,4,9,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,56,19,B,1,329.6833,4003,4,8,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,57,19,D,1.2,330.8833,4003,4,2,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,58,19,C,0.5,331.3833,4003,4,11,3,4,2,ABDC,All Other,2.1,
Monkeys,Coltrane,2015.07.31,63,21,A,2.666667,354.1667,4003,4,1,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,64,21,C,2.066667,356.2333,4003,4,7,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,65,21,B,0.5,356.7333,4003,4,6,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,66,21,D,0.4833333,357.2167,4003,4,9,3,4,2,ACBD,Crossed,2.1,
Monkeys,Coltrane,2015.07.31,71,25,A,2.6,437.5833,4003,4,2,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,72,25,B,2.033333,439.6167,4003,4,4,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,73,25,C,0.5166667,440.1333,4003,4,3,3,4,2,,,2.1,
Monkeys,Coltrane,2015.07.31,74,25,D,0.6,440.7333,4003,4,10,3,4,2,ABCD,Tail Embedded,2.1,
