Sub,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,Session,Order pressed,Response type
S8,2017.12.07,243,62,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,435.9667,4006,4,1,FALSE,0,3,0,2,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,244,62,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.6833333,436.65,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,245,62,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,436.9333,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,246,63,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,442.85,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,247,63,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,443.1167,4006,4,1,FALSE,0,3,2,4,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,248,63,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,443.55,4006,4,1,FALSE,0,3,4,5,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,249,63,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,443.8,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,258,66,C,A,1,0,No Hint,Unknown,bl,bl,bl,2,463.7,4006,4,1,FALSE,0,3,2,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,259,66,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.35,464.05,4006,4,1,FALSE,0,3,0,4,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,260,66,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.8166667,464.8667,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,261,66,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,465.1667,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,262,67,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.15,470.2,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,263,67,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.8333333,471.0333,4006,4,1,FALSE,0,3,5,0,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,264,67,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.5,471.5333,4006,4,1,FALSE,0,3,0,4,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,265,67,D,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,471.9167,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,270,69,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,485.4,4006,4,1,FALSE,0,3,4,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,271,69,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,485.7,4006,4,1,FALSE,0,3,3,5,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,272,69,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,486.05,4006,4,1,FALSE,0,3,5,4,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,273,69,D,D,1,0,No Hint,Unknown,1,0,bl,0.35,486.4,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,278,71,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.266667,498.45,4006,4,1,FALSE,0,3,2,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,279,71,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,498.8333,4006,4,1,FALSE,0,3,0,5,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,280,71,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.5333333,499.3667,4006,4,1,FALSE,0,3,5,2,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,281,71,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,499.6833,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,282,72,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.633333,505.2833,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,283,72,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,505.6667,4006,4,1,FALSE,0,3,5,2,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,284,72,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,505.95,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,285,72,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,506.2667,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,286,73,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.033333,511.25,4006,4,1,FALSE,0,3,2,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,287,73,A,B,1,0,No Hint,Unknown,bl,bl,bl,1.083333,512.3333,4006,4,1,FALSE,0,3,0,4,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,288,73,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.6333333,512.9667,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,289,73,D,D,1,0,No Hint,Unknown,1,0,bl,0.4666667,513.4333,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,294,75,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.4,527.9167,4006,4,1,FALSE,0,3,0,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,295,75,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.7,528.6167,4006,4,1,FALSE,0,3,1,4,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,296,75,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,529,4006,4,1,FALSE,0,3,4,0,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,297,75,D,D,1,0,No Hint,Unknown,1,0,bl,0.3333333,529.3333,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,310,79,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.483333,556.95,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,311,79,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,557.2333,4006,4,1,FALSE,0,3,4,0,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,312,79,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,557.5833,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,313,79,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,557.8333,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S8,2017.12.07,314,80,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.716667,564.9,4006,4,1,FALSE,0,3,3,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S8,2017.12.07,315,80,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,565.2167,4006,4,1,FALSE,0,3,2,4,4006.01,,80,3,2,1,Testing,,
S8,2017.12.07,316,80,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,565.5667,4006,4,1,FALSE,0,3,4,3,4006.02,,80,3,2,1,Testing,,
S8,2017.12.07,317,80,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,565.8833,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,1,1,A,A,1,0,No Hint,Unknown,bl,bl,bl,3.133333,36.26667,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACBD,Crossed
S9,2017.12.08,2,1,C,B,1,0,No Hint,Unknown,bl,bl,bl,1.133333,37.33333,4006,4,1,FALSE,0,3,4,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,3,1,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.216667,38.55,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,4,1,D,D,1,0,No Hint,Unknown,1,0,bl,0.45,39,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,5,2,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.233333,45.38333,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACBD,Crossed
S9,2017.12.08,6,2,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.8833333,46.26667,4006,4,1,FALSE,0,3,4,3,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,7,2,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.5166667,46.78333,4006,4,1,FALSE,0,3,3,4,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,8,2,D,D,1,0,No Hint,Unknown,1,0,bl,0.4166667,47.2,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,13,4,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.316667,60.18333,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACBD,Crossed
S9,2017.12.08,14,4,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.6833333,60.86667,4006,4,1,FALSE,0,3,1,0,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,15,4,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.316667,62.18333,4006,4,1,FALSE,0,3,0,1,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,16,4,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,62.46667,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,17,5,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.35,67.96667,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACBD,Crossed
S9,2017.12.08,18,5,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,68.4,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,19,5,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.95,69.35,4006,4,1,FALSE,0,3,0,4,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,20,5,D,D,1,0,No Hint,Unknown,1,0,bl,0.4333333,69.78333,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,29,8,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.55,91.25,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,30,8,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5833333,91.83333,4006,4,1,FALSE,0,3,2,5,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,31,8,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.4833333,92.31667,4006,4,1,FALSE,0,3,1,2,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,32,8,B,D,1,0,No Hint,Unknown,1,0,bl,0.45,92.76667,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,33,9,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.45,99.73333,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ADCB,ALL OTHER
S9,2017.12.08,34,9,D,B,1,0,No Hint,Unknown,bl,bl,bl,0.5,100.2333,4006,4,1,FALSE,0,3,2,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,35,9,C,C,1,0,No Hint,Unknown,bl,bl,bl,2.8,103.0333,4006,4,1,FALSE,0,3,4,4,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,36,9,B,D,1,0,No Hint,Unknown,1,0,bl,0.5666667,103.6,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,41,11,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.533333,117.9167,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,42,11,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5666667,118.4833,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,43,11,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.5166667,119,4006,4,1,FALSE,0,3,1,5,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,44,11,B,D,1,0,No Hint,Unknown,1,0,bl,0.6,119.6,4006,4,1,FALSE,0,3,2,1,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,49,13,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.983333,134.1,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,50,13,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.7666667,134.8667,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,51,13,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.066667,135.9333,4006,4,1,FALSE,0,3,0,5,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,52,13,B,D,1,0,No Hint,Unknown,1,0,bl,0.75,136.6833,4006,4,1,FALSE,0,3,2,0,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,53,14,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.283333,143,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,54,14,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,143.4333,4006,4,1,FALSE,0,3,1,5,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,55,14,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.5333333,143.9667,4006,4,1,FALSE,0,3,0,1,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,56,14,B,D,1,0,No Hint,Unknown,1,0,bl,0.5166667,144.4833,4006,4,1,FALSE,0,3,5,0,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,57,15,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.383333,150.3833,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,58,15,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5333333,150.9167,4006,4,1,FALSE,0,3,0,3,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,59,15,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.45,152.3667,4006,4,1,FALSE,0,3,5,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,60,15,B,D,1,0,No Hint,Unknown,1,0,bl,0.4833333,152.85,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,73,19,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.25,183.9,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,74,19,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.4666667,184.3667,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,75,19,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.033333,185.4,4006,4,1,FALSE,0,3,3,4,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,76,19,B,D,1,0,No Hint,Unknown,1,0,bl,0.4333333,185.8333,4006,4,1,FALSE,0,3,0,3,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,81,21,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.2,198.2167,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,82,21,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.45,198.6667,4006,4,1,FALSE,0,3,1,3,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,83,21,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,199.0167,4006,4,1,FALSE,0,3,2,1,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,84,21,B,D,1,0,No Hint,Unknown,1,0,bl,0.8666667,199.8833,4006,4,1,FALSE,0,3,3,2,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,117,30,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,265.7667,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,118,30,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.4666667,266.2333,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,119,30,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.4833333,266.7167,4006,4,1,FALSE,0,3,4,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,120,30,B,D,1,0,No Hint,Unknown,1,0,bl,0.45,267.1667,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,129,33,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.033333,288.3667,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,130,33,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,288.6833,4006,4,1,FALSE,0,3,2,0,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,131,33,D,C,1,0,No Hint,Unknown,bl,bl,bl,1.233333,289.9167,4006,4,1,FALSE,0,3,3,2,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,132,33,B,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,290.3,4006,4,1,FALSE,0,3,0,3,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,137,35,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.083333,304.05,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,138,35,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,304.4167,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,139,35,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.7166667,305.1333,4006,4,1,FALSE,0,3,4,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,140,35,B,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,305.5167,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,141,36,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.45,311.3167,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,142,36,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,311.7,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,143,36,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,312.0833,4006,4,1,FALSE,0,3,4,1,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,144,36,B,D,1,0,No Hint,Unknown,1,0,bl,0.4,312.4833,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,149,38,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,324.9833,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,150,38,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.7166667,325.7,4006,4,1,FALSE,0,3,1,0,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,151,38,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.9666667,326.6667,4006,4,1,FALSE,0,3,3,1,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,152,38,B,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,327.05,4006,4,1,FALSE,0,3,0,3,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,157,40,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.116667,341.2,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,158,40,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.45,341.65,4006,4,1,FALSE,0,3,0,4,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,159,40,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,342.0333,4006,4,1,FALSE,0,3,3,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,160,40,B,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,342.4,4006,4,1,FALSE,0,3,4,3,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,161,41,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.283333,348.2,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,162,41,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5333333,348.7333,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,163,41,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,349.1167,4006,4,1,FALSE,0,3,5,2,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,164,41,B,D,1,0,No Hint,Unknown,1,0,bl,0.8833333,350,4006,4,1,FALSE,0,3,4,5,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,165,42,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.35,355.7167,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,166,42,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5666667,356.2833,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,167,42,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.55,356.8333,4006,4,1,FALSE,0,3,1,5,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,168,42,B,D,1,0,No Hint,Unknown,1,0,bl,0.4333333,357.2667,4006,4,1,FALSE,0,3,4,1,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,169,43,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.466667,363.3167,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,170,43,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,363.7,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,171,43,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.9,364.6,4006,4,1,FALSE,0,3,2,4,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,172,43,B,D,1,0,No Hint,Unknown,1,0,bl,0.4666667,365.0667,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,177,45,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.5,378.7333,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,178,45,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.6,379.3333,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,179,45,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.85,380.2,4006,4,1,FALSE,0,3,1,0,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,180,45,B,D,1,0,No Hint,Unknown,1,0,bl,0.4666667,380.65,4006,4,1,FALSE,0,3,2,1,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,181,46,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.383333,386.4167,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,182,46,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.7833333,387.2,4006,4,1,FALSE,0,3,2,1,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,183,46,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.8166667,388.0167,4006,4,1,FALSE,0,3,0,2,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,184,46,B,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,388.3833,4006,4,1,FALSE,0,3,1,0,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,189,48,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.316667,403.2333,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,190,48,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.6,403.8333,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,191,48,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.5,404.3333,4006,4,1,FALSE,0,3,1,4,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,192,48,B,D,1,0,No Hint,Unknown,1,0,bl,0.4166667,404.75,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,198,51,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.1,426.9667,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,199,51,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.45,427.4167,4006,4,1,FALSE,0,3,1,3,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,200,51,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,427.7833,4006,4,1,FALSE,0,3,0,1,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,201,51,B,D,1,0,No Hint,Unknown,1,0,bl,0.35,428.1333,4006,4,1,FALSE,0,3,3,0,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,202,52,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.1,434.5167,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,203,52,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.6166667,435.1333,4006,4,1,FALSE,0,3,2,1,4006.03,,80,3,2,1,Testing,,
S9,2017.12.08,204,52,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.5,435.6333,4006,4,1,FALSE,0,3,3,2,4006.04,,80,3,2,1,Testing,,
S9,2017.12.08,205,52,B,D,1,0,No Hint,Unknown,1,0,bl,0.3333333,435.9667,4006,4,1,FALSE,0,3,1,3,4006.02,,80,3,2,1,Testing,,
S9,2017.12.08,214,55,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.35,456.45,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S9,2017.12.08,215,55,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5666667,457.0167,4006,4,1,FALSE,0,3,0,3,4006.03,,80,3,2,1,Testing,,
