Sub,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,Session,Order pressed,Response type
S4,2017.09.28,274,69,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,460.7667,4006,4,1,FALSE,0,3,3,5,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,275,69,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,461.05,4006,4,1,FALSE,0,3,1,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,276,69,B,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,461.3167,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,281,71,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.7,473.9833,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,282,71,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,474.2833,4006,4,1,FALSE,0,3,4,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,283,71,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.4,474.6833,4006,4,1,FALSE,0,3,2,4,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,284,71,B,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,474.9,4006,4,1,FALSE,0,3,1,2,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,285,72,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,480.15,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,286,72,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,480.4667,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,287,72,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.4,480.8667,4006,4,1,FALSE,0,3,0,5,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,288,72,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,481.15,4006,4,1,FALSE,0,3,4,0,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,293,74,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.266667,492.1667,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,294,74,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,492.4667,4006,4,1,FALSE,0,3,4,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,295,74,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,492.7833,4006,4,1,FALSE,0,3,0,4,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,296,74,B,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,493,4006,4,1,FALSE,0,3,1,0,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,297,75,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.466667,498.4167,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,298,75,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.55,498.9667,4006,4,1,FALSE,0,3,2,5,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,299,75,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,499.2333,4006,4,1,FALSE,0,3,4,2,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,300,75,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,499.5167,4006,4,1,FALSE,0,3,5,4,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,301,76,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.45,504.8,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,302,76,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,505.05,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,303,76,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,505.3333,4006,4,1,FALSE,0,3,5,1,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,304,76,B,D,1,0,No Hint,Unknown,1,0,bl,0.25,505.5833,4006,4,1,FALSE,0,3,2,5,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,305,77,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.433333,512.35,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,306,77,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,512.65,4006,4,1,FALSE,0,3,1,4,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,307,77,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,512.8833,4006,4,1,FALSE,0,3,2,1,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,308,77,B,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,513.1,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,309,78,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.966667,519.05,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,310,78,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,519.3,4006,4,1,FALSE,0,3,5,3,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,311,78,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,519.5833,4006,4,1,FALSE,0,3,0,5,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,312,78,B,D,1,0,No Hint,Unknown,1,0,bl,0.7166667,520.3,4006,4,1,FALSE,0,3,3,0,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,317,80,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.433333,536.5667,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,318,80,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,536.8167,4006,4,1,FALSE,0,3,4,2,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,319,80,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,537.05,4006,4,1,FALSE,0,3,5,4,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,320,80,B,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,537.2833,4006,4,1,FALSE,0,3,2,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,1,1,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.633333,13.53333,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACBD,Crossed
S3,2017.09.28,2,1,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.9,14.36667,4006,4,1,FALSE,0,3,5,0,4006.03,,80,3,2,1,Testing,,
S3,2017.09.28,3,1,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.7,16.06667,4006,4,1,FALSE,0,3,0,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,4,1,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,16.36667,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,14,5,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.816667,43.95,4006,4,1,FALSE,0,3,5,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,15,5,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,44.31667,4006,4,1,FALSE,0,3,0,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,16,5,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4,44.71667,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,17,5,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,44.93333,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,18,6,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.516667,51.8,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,19,6,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,52.11667,4006,4,1,FALSE,0,3,4,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,20,6,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,52.38333,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,21,6,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,52.63333,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,27,9,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.5,73.21667,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,28,9,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,73.5,4006,4,1,FALSE,0,3,2,5,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,29,9,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,73.76667,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,30,9,D,D,1,0,No Hint,Unknown,1,0,bl,0.3333333,74.1,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,31,10,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.516667,79.61667,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,32,10,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,79.88333,4006,4,1,FALSE,0,3,4,5,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,33,10,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,80.1,4006,4,1,FALSE,0,3,5,2,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,34,10,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,80.4,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,35,11,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.2,85.23333,4006,4,1,FALSE,0,3,0,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,36,11,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,85.53333,4006,4,1,FALSE,0,3,4,1,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,37,11,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,85.8,4006,4,1,FALSE,0,3,1,0,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,38,11,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,86.01667,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,39,12,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.066667,90.91667,4006,4,1,FALSE,0,3,3,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,40,12,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,91.21667,4006,4,1,FALSE,0,3,2,1,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,41,12,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,91.45,4006,4,1,FALSE,0,3,1,3,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,42,12,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,91.7,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,51,15,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9166667,107.5,4006,4,1,FALSE,0,3,4,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,52,15,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,107.8,4006,4,1,FALSE,0,3,2,1,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,53,15,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,108.1,4006,4,1,FALSE,0,3,1,4,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,54,15,D,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,108.3333,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,55,16,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.95,113.25,4006,4,1,FALSE,0,3,4,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,56,16,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,113.5333,4006,4,1,FALSE,0,3,3,1,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,57,16,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,113.7833,4006,4,1,FALSE,0,3,1,4,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,58,16,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,114.1,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,67,19,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9166667,130.8333,4006,4,1,FALSE,0,3,5,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,68,19,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,131.1667,4006,4,1,FALSE,0,3,1,0,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,69,19,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,131.4167,4006,4,1,FALSE,0,3,0,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,70,19,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,131.7,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,75,21,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9666667,141.9,4006,4,1,FALSE,0,3,2,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,76,21,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,142.1667,4006,4,1,FALSE,0,3,5,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,77,21,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,142.5,4006,4,1,FALSE,0,3,3,2,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,78,21,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,142.75,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,79,22,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.083333,147.4833,4006,4,1,FALSE,0,3,1,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,80,22,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,147.7833,4006,4,1,FALSE,0,3,5,4,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,81,22,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,148.05,4006,4,1,FALSE,0,3,4,1,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,82,22,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,148.35,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,83,23,C,A,1,0,No Hint,Unknown,bl,bl,bl,1,153.1667,4006,4,1,FALSE,0,3,0,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,84,23,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,153.4667,4006,4,1,FALSE,0,3,4,1,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,85,23,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,153.7333,4006,4,1,FALSE,0,3,1,0,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,86,23,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,153.9833,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,91,25,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.433333,164.8667,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,92,25,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,165.1667,4006,4,1,FALSE,0,3,2,0,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,93,25,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,165.4667,4006,4,1,FALSE,0,3,0,1,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,94,25,D,D,1,0,No Hint,Unknown,1,0,bl,0.3333333,165.8,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,95,26,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.566667,171.2333,4006,4,1,FALSE,0,3,2,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,96,26,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,171.5333,4006,4,1,FALSE,0,3,0,5,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,97,26,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,171.8333,4006,4,1,FALSE,0,3,5,2,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,98,26,D,D,1,0,No Hint,Unknown,1,0,bl,0.2,172.0333,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,99,27,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.75,177.3833,4006,4,1,FALSE,0,3,3,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,100,27,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,177.6333,4006,4,1,FALSE,0,3,4,5,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,101,27,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4666667,178.1,4006,4,1,FALSE,0,3,5,3,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,102,27,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,178.35,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,107,29,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.2,189.2167,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,108,29,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,189.4667,4006,4,1,FALSE,0,3,5,2,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,109,29,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,189.7167,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,110,29,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,190,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,111,30,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.8833333,194.4833,4006,4,1,FALSE,0,3,5,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,112,30,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,194.7833,4006,4,1,FALSE,0,3,0,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,113,30,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,195.05,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,114,30,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,195.3,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,123,33,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.083333,210.6667,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,124,33,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,210.9167,4006,4,1,FALSE,0,3,4,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,125,33,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,211.1667,4006,4,1,FALSE,0,3,3,2,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,126,33,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,211.4167,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,131,35,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9333333,221.75,4006,4,1,FALSE,0,3,2,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,132,35,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,222.0667,4006,4,1,FALSE,0,3,0,4,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,133,35,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,222.35,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,134,35,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,222.6,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,135,36,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.233333,227.4667,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,136,36,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,227.7,4006,4,1,FALSE,0,3,2,4,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,137,36,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,227.9667,4006,4,1,FALSE,0,3,4,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,138,36,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,228.2167,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,143,38,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.033333,239.3167,4006,4,1,FALSE,0,3,2,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,144,38,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,239.5833,4006,4,1,FALSE,0,3,1,0,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,145,38,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,239.85,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,146,38,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,240.1667,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,151,40,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.283333,250.7833,4006,4,1,FALSE,0,3,1,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,152,40,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,251.0667,4006,4,1,FALSE,0,3,5,0,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,153,40,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,251.3667,4006,4,1,FALSE,0,3,0,1,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,154,40,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,251.65,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,159,42,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9666667,262.0833,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CADB,Crossed
S3,2017.09.28,160,42,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,262.3167,4006,4,1,FALSE,0,3,5,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,161,42,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,262.5833,4006,4,1,FALSE,0,3,1,4,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,162,42,B,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,262.8167,4006,4,1,FALSE,0,3,3,1,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,163,43,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.283333,267.7667,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,164,43,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,268.0333,4006,4,1,FALSE,0,3,4,2,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,165,43,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,268.2833,4006,4,1,FALSE,0,3,2,5,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,166,43,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,268.5,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,167,44,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9166667,273.0833,4006,4,1,FALSE,0,3,4,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,168,44,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,273.3333,4006,4,1,FALSE,0,3,3,2,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,169,44,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,273.6,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,170,44,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,273.8167,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,179,47,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.066667,290.0333,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,180,47,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,290.3167,4006,4,1,FALSE,0,3,2,3,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,181,47,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,290.5833,4006,4,1,FALSE,0,3,3,0,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,182,47,D,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,290.8167,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,195,51,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.133333,312.2833,4006,4,1,FALSE,0,3,0,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,196,51,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,312.5667,4006,4,1,FALSE,0,3,5,1,4006.01,,80,3,2,1,Testing,,
S3,2017.09.28,197,51,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,312.8167,4006,4,1,FALSE,0,3,1,0,4006.02,,80,3,2,1,Testing,,
S3,2017.09.28,198,51,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,313.0667,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S3,2017.09.28,199,52,C,A,1,0,No Hint,Unknown,bl,bl,bl,1,317.8833,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S3,2017.09.28,200,52,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,318.1833,4006,4,1,FALSE,0,3,2,4,4006.01,,80,3,2,1,Testing,,
