Sub,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,Test or Training,Order pressed,Response type,Age,TACL Vocab Raw,TACL Grammar Morph Raw ,TACL EPS RAW,TEMA RAW,FORWARDS DIGITS,STD ACC,EXCLUDE,Notes
k0478,2015.03.31,93,25,D,D,1,0,No Hint,Unknown,1,0,bl,0.5333333,524.35,4006,4,1,FALSE,0,6,5,5,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,94,26,A,A,1,0,No Hint,Unknown,,bl,bl,2.05,530.2667,4006,4,1,FALSE,0,6,3,3,4006.01,,40,3,2,1,TEST ,ACBD,Crossed,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,95,26,C,B,1,0,No Hint,Unknown,,bl,bl,1.916667,532.1833,4006,4,1,FALSE,0,6,4,1,4006.03,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,96,26,B,C,1,0,No Hint,Unknown,,bl,bl,1.133333,533.3167,4006,4,1,FALSE,0,6,1,4,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,97,26,D,D,1,0,No Hint,Unknown,1,0,bl,0.4833333,533.8,4006,4,1,FALSE,0,6,2,2,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,101,28,A,A,1,0,No Hint,Unknown,,bl,bl,9.116667,603.3333,4006,4,1,FALSE,0,6,4,4,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,102,28,C,B,1,0,No Hint,Unknown,,bl,bl,0.9166667,604.25,4006,4,1,FALSE,0,6,5,1,4006.03,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,103,28,D,C,1,0,No Hint,Unknown,,bl,bl,1.433333,605.6833,4006,4,1,FALSE,0,6,0,5,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,104,28,B,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,606.05,4006,4,1,FALSE,0,6,1,0,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,105,29,C,A,1,0,No Hint,Unknown,,bl,bl,1.816667,614.6167,4006,4,1,FALSE,0,6,3,4,4006.03,,40,3,2,1,TEST ,CADB,Crossed,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,106,29,A,B,1,0,No Hint,Unknown,,bl,bl,2.15,616.7667,4006,4,1,FALSE,0,6,4,5,4006.01,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,107,29,D,C,1,0,No Hint,Unknown,,bl,bl,1.416667,618.1833,4006,4,1,FALSE,0,6,1,3,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,108,29,B,D,1,0,No Hint,Unknown,1,0,bl,0.55,618.7333,4006,4,1,FALSE,0,6,5,1,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,112,31,A,A,1,0,No Hint,Unknown,,bl,bl,1.783333,723.25,4006,4,1,FALSE,0,6,1,1,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,113,31,C,B,1,0,No Hint,Unknown,,bl,bl,2.333333,725.5833,4006,4,1,FALSE,0,6,3,5,4006.03,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,114,31,D,C,1,0,No Hint,Unknown,,bl,bl,1.4,726.9833,4006,4,1,FALSE,0,6,4,3,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,115,31,B,D,1,0,No Hint,Unknown,1,0,bl,0.5,727.4833,4006,4,1,FALSE,0,6,5,4,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,120,33,A,A,1,0,No Hint,Unknown,,bl,bl,1.283333,749.55,4006,4,1,FALSE,0,6,1,1,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,121,33,C,B,1,0,No Hint,Unknown,,bl,bl,2.466667,752.0167,4006,4,1,FALSE,0,6,5,2,4006.03,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,122,33,D,C,1,0,No Hint,Unknown,,bl,bl,1.216667,753.2333,4006,4,1,FALSE,0,6,3,5,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,123,33,B,D,1,0,No Hint,Unknown,1,0,bl,0.5333333,753.7667,4006,4,1,FALSE,0,6,2,3,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,127,35,A,A,1,0,No Hint,Unknown,,bl,bl,2.75,794.35,4006,4,1,FALSE,0,6,1,1,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,128,35,C,B,1,0,No Hint,Unknown,,bl,bl,4.733333,799.0833,4006,4,1,FALSE,0,6,4,3,4006.03,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,129,35,D,C,1,0,No Hint,Unknown,,bl,bl,1.316667,800.4,4006,4,1,FALSE,0,6,0,4,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,130,35,B,D,1,0,No Hint,Unknown,1,0,bl,0.55,800.95,4006,4,1,FALSE,0,6,3,0,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,132,37,C,A,1,0,No Hint,Unknown,,bl,bl,14.05,833.1667,4006,4,1,FALSE,0,6,3,5,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,133,37,A,B,1,0,No Hint,Unknown,,bl,bl,2.433333,835.6,4006,4,1,FALSE,0,6,5,1,4006.01,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,134,37,B,C,1,0,No Hint,Unknown,,bl,bl,1.6,837.2,4006,4,1,FALSE,0,6,1,3,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,135,37,D,D,1,0,No Hint,Unknown,1,0,bl,0.9833333,838.1833,4006,4,1,FALSE,0,6,2,2,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,139,39,A,A,1,0,No Hint,Unknown,,bl,bl,2.083333,865.8,4006,4,1,FALSE,0,6,0,0,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,140,39,C,B,1,0,No Hint,Unknown,,bl,bl,2.466667,868.2667,4006,4,1,FALSE,0,6,2,1,4006.03,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,141,39,D,C,1,0,No Hint,Unknown,,bl,bl,2.216667,870.4833,4006,4,1,FALSE,0,6,3,2,4006.04,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0478,2015.03.31,142,39,B,D,1,0,No Hint,Unknown,1,0,bl,1.433333,871.9167,4006,4,1,FALSE,0,6,1,3,4006.02,,40,3,2,1,TEST ,,,4.919917864,47,34,52,22,20,0.55,0,0
k0481,2015.04.06,1,1,C,A,1,0,No Hint,Unknown,,bl,bl,11.45,26.11667,4006,4,1,FALSE,0,6,4,2,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,2,1,A,B,1,0,No Hint,Unknown,,bl,bl,0.8333333,26.88333,4006,4,1,FALSE,0,6,2,5,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,3,1,B,C,1,0,No Hint,Unknown,,bl,bl,4.6,31.48333,4006,4,1,FALSE,0,6,5,4,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,4,1,D,D,1,0,No Hint,Unknown,1,0,bl,1.266667,32.75,4006,4,1,FALSE,0,6,0,0,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,5,2,C,A,1,0,No Hint,Unknown,,bl,bl,4.633333,42.3,4006,4,1,FALSE,0,6,0,3,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,6,2,A,B,1,0,No Hint,Unknown,,bl,bl,1.066667,43.36667,4006,4,1,FALSE,0,6,3,2,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,7,2,B,C,1,0,No Hint,Unknown,,bl,bl,1.8,45.16667,4006,4,1,FALSE,0,6,2,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,8,2,D,D,1,0,No Hint,Unknown,1,0,bl,0.7666667,45.93333,4006,4,1,FALSE,0,6,4,4,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,9,3,C,A,1,0,No Hint,Unknown,,bl,bl,2.683333,53.36667,4006,4,1,FALSE,0,6,0,2,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,10,3,A,B,1,0,No Hint,Unknown,,bl,bl,1.016667,54.38333,4006,4,1,FALSE,0,6,2,4,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,11,3,B,C,1,0,No Hint,Unknown,,bl,bl,2.516667,56.9,4006,4,1,FALSE,0,6,4,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,12,3,D,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,57.28333,4006,4,1,FALSE,0,6,1,1,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,13,4,C,A,1,0,No Hint,Unknown,,bl,bl,1.733333,64.5,4006,4,1,FALSE,0,6,0,1,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,14,4,A,B,1,0,No Hint,Unknown,,bl,bl,0.9833333,65.48333,4006,4,1,FALSE,0,6,1,2,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,15,4,B,C,1,0,No Hint,Unknown,,bl,bl,1.25,66.73333,4006,4,1,FALSE,0,6,2,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,16,4,D,D,1,0,No Hint,Unknown,1,0,bl,0.6,67.33333,4006,4,1,FALSE,0,6,3,3,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,17,5,C,A,1,0,No Hint,Unknown,,bl,bl,2.2,80.28333,4006,4,1,FALSE,0,6,3,2,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,18,5,A,B,1,0,No Hint,Unknown,,bl,bl,3.1,83.38333,4006,4,1,FALSE,0,6,2,4,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,19,5,B,C,1,0,No Hint,Unknown,,bl,bl,3.15,86.53333,4006,4,1,FALSE,0,6,4,3,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,20,5,D,D,1,0,No Hint,Unknown,1,0,bl,0.6666667,87.2,4006,4,1,FALSE,0,6,1,1,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,21,6,C,A,1,0,No Hint,Unknown,,bl,bl,3.383333,95.9,4006,4,1,FALSE,0,6,4,3,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,22,6,A,B,1,0,No Hint,Unknown,,bl,bl,0.5666667,96.46667,4006,4,1,FALSE,0,6,3,2,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,23,6,B,C,1,0,No Hint,Unknown,,bl,bl,1.183333,97.65,4006,4,1,FALSE,0,6,2,4,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,24,6,D,D,1,0,No Hint,Unknown,1,0,bl,0.55,98.2,4006,4,1,FALSE,0,6,5,5,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,25,7,C,A,1,0,No Hint,Unknown,,bl,bl,2.566667,114.25,4006,4,1,FALSE,0,6,3,4,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,26,7,A,B,1,0,No Hint,Unknown,,bl,bl,0.55,114.8,4006,4,1,FALSE,0,6,4,5,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,27,7,B,C,1,0,No Hint,Unknown,,bl,bl,1.4,116.2,4006,4,1,FALSE,0,6,5,3,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,28,7,D,D,1,0,No Hint,Unknown,1,0,bl,0.4666667,116.6667,4006,4,1,FALSE,0,6,1,1,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,33,9,C,A,1,0,No Hint,Unknown,,bl,bl,1.7,146.8167,4006,4,1,FALSE,0,6,4,3,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,34,9,A,B,1,0,No Hint,Unknown,,bl,bl,1.033333,147.85,4006,4,1,FALSE,0,6,3,1,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,35,9,B,C,1,0,No Hint,Unknown,,bl,bl,1.1,148.95,4006,4,1,FALSE,0,6,1,4,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,36,9,D,D,1,0,No Hint,Unknown,1,0,bl,0.6,149.55,4006,4,1,FALSE,0,6,5,5,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,37,10,C,A,1,0,No Hint,Unknown,,bl,bl,1.85,172.5667,4006,4,1,FALSE,0,6,2,5,4006.03,,40,3,2,1,TEST ,CCAC,Repeated Bracket Error,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,38,10,C,B,1,0,No Hint,Unknown,,bl,bl,5.5,178.0667,4006,4,1,FALSE,0,6,2,4,4006.03,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,39,10,A,C,1,0,No Hint,Unknown,,bl,bl,4.35,182.4167,4006,4,1,FALSE,0,6,5,2,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,40,10,C,D,1,0,No Hint,Unknown,1,0,bl,1.3,183.7167,4006,4,1,FALSE,0,6,2,3,4006.03,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,50,14,C,A,1,0,No Hint,Unknown,,bl,bl,3.6,231.3833,4006,4,1,FALSE,0,6,0,4,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,51,14,A,B,1,0,No Hint,Unknown,,bl,bl,1,232.3833,4006,4,1,FALSE,0,6,4,3,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,52,14,B,C,1,0,No Hint,Unknown,,bl,bl,0.8166667,233.2,4006,4,1,FALSE,0,6,3,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,53,14,D,D,1,0,No Hint,Unknown,1,0,bl,0.6,233.8,4006,4,1,FALSE,0,6,2,2,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,54,15,A,A,1,0,No Hint,Unknown,,bl,bl,3.316667,250.0333,4006,4,1,FALSE,0,6,2,2,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,55,15,C,B,1,0,No Hint,Unknown,,bl,bl,4.85,254.8833,4006,4,1,FALSE,0,6,1,0,4006.03,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,56,15,D,C,1,0,No Hint,Unknown,,bl,bl,1.75,256.6333,4006,4,1,FALSE,0,6,5,1,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,57,15,B,D,1,0,No Hint,Unknown,1,0,bl,0.9833333,257.6167,4006,4,1,FALSE,0,6,0,5,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,66,19,A,A,1,0,No Hint,Unknown,,bl,bl,2.583333,328.2333,4006,4,1,FALSE,0,6,1,1,4006.01,,40,3,2,1,TEST ,ACBD,Crossed,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,67,19,C,B,1,0,No Hint,Unknown,,bl,bl,0.65,328.8833,4006,4,1,FALSE,0,6,2,3,4006.03,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,68,19,B,C,1,0,No Hint,Unknown,,bl,bl,2.816667,331.7,4006,4,1,FALSE,0,6,3,2,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,69,19,D,D,1,0,No Hint,Unknown,1,0,bl,0.5333333,332.2333,4006,4,1,FALSE,0,6,4,4,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,70,20,C,A,1,0,No Hint,Unknown,,bl,bl,1.716667,338.7333,4006,4,1,FALSE,0,6,2,4,4006.03,,40,3,2,1,TEST ,CADB,Crossed,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,71,20,A,B,1,0,No Hint,Unknown,,bl,bl,2.6,341.3333,4006,4,1,FALSE,0,6,4,1,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,72,20,D,C,1,0,No Hint,Unknown,,bl,bl,1.566667,342.9,4006,4,1,FALSE,0,6,0,2,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,73,20,B,D,1,0,No Hint,Unknown,1,0,bl,0.6166667,343.5167,4006,4,1,FALSE,0,6,1,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,78,22,A,A,1,0,No Hint,Unknown,,bl,bl,5.45,368.3167,4006,4,1,FALSE,0,6,2,2,4006.01,,40,3,2,1,TEST ,ACDB,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,79,22,C,B,1,0,No Hint,Unknown,,bl,bl,1.2,369.5167,4006,4,1,FALSE,0,6,5,3,4006.03,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,80,22,D,C,1,0,No Hint,Unknown,,bl,bl,1.1,370.6167,4006,4,1,FALSE,0,6,0,5,4006.04,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,81,22,B,D,1,0,No Hint,Unknown,1,0,bl,0.6166667,371.2333,4006,4,1,FALSE,0,6,3,0,4006.02,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,96,29,C,A,1,0,No Hint,Unknown,,bl,bl,2.616667,540.6167,4006,4,1,FALSE,0,6,3,2,4006.03,,40,3,2,1,TEST ,CABD,Center Embedded,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
k0481,2015.04.06,97,29,A,B,1,0,No Hint,Unknown,,bl,bl,0.7833333,541.4,4006,4,1,FALSE,0,6,2,4,4006.01,,40,3,2,1,TEST ,,,4.8678987,33,36,28,9,17,0.4,0,"Comp Recursion - Re-did practice because she wasn't remembering the order from training. I brought the cards over to help her with the first two, and she picked it up from there."
